player,pitch_mph,ev_mph,launch_angle,distance_ft
"Thomas, Lane",94.7,103.9,34,401
"Devers, Rafael",94.7,105.3,27,413
"Friedl, TJ",94.7,99.6,32,380
"Giménez, Andrés",94.7,106.1,31,396
"Bote, David",94.7,109.3,23,419
"Dozier, Hunter",94.6,106.2,26,420
"Higashioka, Kyle",94.6,105.4,26,417
"Tellez, Rowdy",94.6,104.1,26,407
"Santander, Anthony",94.6,101.8,31,419
"Varsho, Daulton",94.6,104.8,23,444
"Benintendi, Andrew",94.6,102.7,28,399
"Jansen, Danny",94.6,108.3,21,388
"Story, Trevor",94.6,104.4,26,397
"Castillo, Diego",94.6,103.5,23,391
"Lindor, Francisco",94.6,105.1,38,374
"Reyes, Franmil",94.6,106.8,36,380
"Crawford, Brandon",94.6,105.6,25,418
"Blackmon, Charlie",94.6,101.5,40,393
"Rodgers, Brendan",94.6,100.8,29,410
"Rendon, Anthony",94.6,104.2,27,378
"Kirilloff, Alex",94.6,104.6,31,403
"Cooper, Garrett",94.6,103,28,405
"Alvarez, Yordan",94.6,108.3,24,438
"Albies, Ozzie",94.6,106.6,25,403
"Miranda, Jose",94.6,105.5,23,400
"Calhoun, Kole",94.6,103.3,30,404
"Park, Hoy",94.6,102.6,36,393
"Soler, Jorge",94.6,113.8,20,418
"Camargo, Johan",94.6,99.4,28,367
"Altuve, Jose",94.6,105.1,27,410
"Polanco, Jorge",94.6,104.9,30,424
"Bregman, Alex",94.6,103.5,40,366
"Higashioka, Kyle",94.6,105.2,21,403
"Ohtani, Shohei",94.6,109.6,33,420
"Bellinger, Cody",94.6,102.2,29,431
"Soler, Jorge",94.6,111.1,23,405
"O'Neill, Tyler",94.6,104.6,30,396
"Miranda, Jose",94.6,103.7,26,398
"Renfroe, Hunter",94.6,104.6,30,395
"Bell, Josh",94.6,104.8,23,342
"Suzuki, Seiya",94.6,103.8,22,382
"Cronenworth, Jake",94.6,108.2,26,414
"Tellez, Rowdy",94.6,105,27,410
"Ozuna, Marcell",94.6,101.4,28,385
"Schwarber, Kyle",94.6,113.2,20,388
"Martinez, J.D.",94.6,105.2,28,420
"Raleigh, Cal",94.6,100.8,33,396
"Gallo, Joey",94.6,97.5,29,368
"Marte, Ketel",94.6,105.5,23,406
"Grossman, Robbie",94.5,100.5,38,366
"Ozuna, Marcell",94.5,106.3,30,432
"Gallo, Joey",94.5,106.2,38,396
"Haniger, Mitch",94.5,101.6,29,392
"McMahon, Ryan",94.5,102.4,24,421
"Guerrero Jr., Vladimir",94.5,111,19,414
"Voit, Luke",94.5,106.8,33,409
"Jeffers, Ryan",94.5,101.8,37,366
"Gomes, Yan",94.5,103.9,26,402
"Realmuto, J.T.",94.5,105.1,33,415
"Goldschmidt, Paul",94.5,103.1,26,391
"Ozuna, Marcell",94.5,106.7,27,427
"Urshela, Gio",94.5,103.7,27,379
"Schwarber, Kyle",94.5,108.9,27,400
"Acuña Jr., Ronald",94.5,108.5,25,442
"Cron, C.J.",94.5,108.1,22,443
"Chapman, Matt",94.5,99.8,30,381
"Adames, Willy",94.5,104.4,29,406
"Blackmon, Charlie",94.5,104,25,381
"Heim, Jonah",94.5,103,26,418
"García, Avisaíl",94.5,105.6,35,440
"Calhoun, Kole",94.5,104.6,32,425
"Swanson, Dansby",94.5,107.5,27,408
"Vogelbach, Daniel",94.5,107.9,27,387
"Guerrero Jr., Vladimir",94.5,98.1,24,384
"Thompson, Trayce",94.5,111.9,30,413
"Peralta, David",94.5,107.4,24,411
"Brown, Seth",94.5,103.5,27,406
"Votto, Joey",94.5,101.3,25,368
"Larnach, Trevor",94.5,105.2,30,406
"Reynolds, Bryan",94.5,105.1,31,420
"Ward, Taylor",94.5,109.7,24,425
"Hosmer, Eric",94.5,103.5,26,383
"Pinder, Chad",94.5,106.5,24,406
"Adames, Willy",94.5,106.8,38,391
"Farmer, Kyle",94.5,100,32,397
"Alvarez, Yordan",94.5,107.6,24,408
"VanMeter, Josh",94.5,102.5,27,397
"Walker, Christian",94.5,104.1,32,394
"Hoskins, Rhys",94.5,107.4,28,370
"Chapman, Matt",94.5,102.4,33,384
"McCarthy, Jake",94.5,105.6,22,392
"Cruz, Oneil",94.5,117.5,21,437
"Seager, Corey",94.5,105.5,27,419
"Judge, Aaron",94.5,117.4,22,394
"Wisdom, Patrick",94.4,98,35,368
"Rojas, Miguel",94.4,102.7,28,394
"Schwarber, Kyle",94.4,103.7,22,361
"Votto, Joey",94.4,103.8,30,378
"Vientos, Mark",94.4,106,26,394
"Refsnyder, Rob",94.4,103.7,35,410
"Chisholm Jr., Jazz",94.4,100.6,28,399
"Cron, C.J.",94.4,98.4,31,399
"Brown, Seth",94.4,104.4,27,433
"Castro, Harold",94.4,103.8,31,400
"Freeman, Freddie",94.4,105,33,442
"Judge, Aaron",94.4,115.3,30,450
"Luplow, Jordan",94.4,101.4,27,397
"Hays, Austin",94.4,107,24,409
"Bellinger, Cody",94.4,98.3,26,377
"Villar, David",94.4,106.1,28,424
"Kemp, Tony",94.4,101.1,25,386
"Semien, Marcus",94.4,92.6,32,375
"Alonso, Pete",94.4,102.3,31,410
"Solak, Nick",94.4,108.7,21,395
"Hiura, Keston",94.4,106.8,31,417
"Sheets, Gavin",94.4,95.7,27,361
"Daza, Yonathan",94.4,102.4,31,394
"Collins, Zack",94.4,103.9,33,414
"VanMeter, Josh",94.4,103.7,32,399
"Lowrie, Jed",94.4,101.2,28,394
"Voit, Luke",94.4,102.3,31,408
"Bellinger, Cody",94.4,98.6,35,361
"Yelich, Christian",94.4,112.4,28,451
"Grossman, Robbie",94.4,105.4,23,392
"Sánchez, Gary",94.4,111.6,37,416
"Realmuto, J.T.",94.4,106,30,414
"Pederson, Joc",94.4,104.3,39,387
"Pham, Tommy",94.4,106,31,421
"Witt Jr., Bobby",94.4,109.7,24,428
"Flores, Wilmer",94.4,98.4,41,348
"Albies, Ozzie",94.4,98.3,27,385
"Villar, Jonathan",94.4,99.3,29,371
"Cruz, Nelson",94.4,105.9,22,380
"Castillo, Diego",94.4,100.3,28,398
"Thompson, Trayce",94.4,106.3,32,424
"Torres, Gleyber",94.4,100,33,361
"Nido, Tomás",94.4,105.7,35,410
"Walker, Christian",94.4,100.6,29,413
"Giménez, Andrés",94.4,105.7,26,393
"Vogelbach, Daniel",94.4,103.5,25,379
"Alonso, Pete",94.4,101.1,31,346
"Schwindel, Frank",94.4,98.5,31,355
"Reyes, Franmil",94.4,104.5,26,389
"Judge, Aaron",94.4,104.2,34,378
"Santana, Carlos",94.4,109.4,25,412
"Rizzo, Anthony",94.3,103.2,22,374
"Harper, Bryce",94.3,106.6,28,373
"Rodgers, Brendan",94.3,105.3,32,430
"Semien, Marcus",94.3,101.3,28,410
"Pederson, Joc",94.3,109.6,27,435
"Harper, Bryce",94.3,108.6,26,390
"Greene, Riley",94.3,111,27,448
"Sánchez, Gary",94.3,115.1,30,473
"Tucker, Kyle",94.3,105.3,25,419
"McCarthy, Jake",94.3,104.6,31,451
"Tellez, Rowdy",94.3,106.1,22,411
"Machado, Manny",94.3,101.3,21,394
"Grissom, Vaughn",94.3,101.7,32,412
"Alonso, Pete",94.3,110.4,19,433
"Yastrzemski, Mike",94.3,100.9,29,409
"Casas, Triston",94.3,110.5,23,421
"Rodgers, Brendan",94.3,102.6,35,420
"Stanton, Giancarlo",94.3,103.6,37,365
"Devers, Rafael",94.3,103.6,23,403
"Reynolds, Bryan",94.3,103.5,40,363
"Walls, Taylor",94.3,99.9,27,379
"Brown, Seth",94.3,104.2,25,412
"Vázquez, Christian",94.3,99.4,32,407
"Duvall, Adam",94.3,109,27,402
"Peña, Jeremy",94.3,100.4,24,366
"Aguilar, Jesús",94.3,107.7,24,439
"O'Neill, Tyler",94.3,108.1,36,423
"Senzel, Nick",94.3,106.2,34,421
"Castellanos, Nick",94.3,101.4,30,379
"Contreras, Willson",94.3,110.8,28,447
"Perez, Michael",94.3,105.3,25,396
"Kwan, Steven",94.3,101.5,33,387
"Naylor, Josh",94.3,98.7,34,362
"Seager, Corey",94.3,105.5,25,420
"Springer, George",94.3,110.4,23,431
"Thompson, Trayce",94.3,109.3,22,431
"Naquin, Tyler",94.3,109.8,22,408
"Odor, Rougned",94.3,102.8,29,422
"Bogaerts, Xander",94.3,102.1,29,400
"India, Jonathan",94.3,98.6,27,386
"Olson, Matt",94.3,108.4,25,426
"Díaz, Elias",94.3,99.2,33,405
"Laureano, Ramón",94.3,105,33,399
"Kirk, Alejandro",94.3,108.8,20,395
"Díaz, Aledmys",94.3,107.9,35,401
"Tellez, Rowdy",94.3,106.1,29,428
"Adames, Willy",94.3,103.4,30,413
"Castro, Harold",94.3,105.3,34,423
"Nootbaar, Lars",94.3,110,36,426
"Soto, Juan",94.3,109.8,25,419
"Happ, Ian",94.2,106.3,32,429
"Vogt, Stephen",94.2,106,24,411
"Heim, Jonah",94.2,100.8,33,390
"Cronenworth, Jake",94.2,104.5,25,402
"Andrus, Elvis",94.2,100,25,390
"Dalbec, Bobby",94.2,110.2,37,417
"Suwinski, Jack",94.2,107.9,23,412
"Pujols, Albert",94.2,105.7,32,429
"Arenado, Nolan",94.2,103.4,24,380
"Díaz, Lewin",94.2,96.7,28,375
"Soto, Juan",94.2,104.4,33,406
"Olson, Matt",94.2,106.8,21,387
"Mitchell, Garrett",94.2,103.7,22,373
"Belt, Brandon",94.2,105.9,28,419
"Freeman, Freddie",94.2,103.9,33,396
"Jansen, Danny",94.2,103.4,27,413
"Chisholm Jr., Jazz",94.2,104,31,412
"Vogt, Stephen",94.2,101.2,26,369
"Mathias, Mark",94.2,95.4,28,395
"Alonso, Pete",94.2,111.4,29,426
"Buxton, Byron",94.2,111.1,29,434
"Duvall, Adam",94.2,109.6,36,397
"Bolt, Skye",94.2,107.8,18,368
"Altuve, Jose",94.2,106.2,24,413
"Rivera, Emmanuel",94.2,107.5,25,429
"Realmuto, J.T.",94.2,103.3,26,358
"Acuña Jr., Ronald",94.2,108.9,30,427
"Grisham, Trent",94.2,110.4,27,442
"Springer, George",94.2,108.7,31,439
"Bell, Josh",94.2,108.2,27,415
"Blackmon, Charlie",94.2,103.5,23,363
"Harris II, Michael",94.2,100.7,26,374
"Smith, Will",94.2,103.4,35,398
"Suárez, Eugenio",94.2,106.5,36,382
"Alonso, Pete",94.2,106.7,32,409
"García, Luis",94.2,108.1,25,411
"Voit, Luke",94.2,105.6,31,413
"Canha, Mark",94.2,94.1,35,345
"Longoria, Evan",94.2,104.2,30,403
"Adames, Willy",94.2,105.8,33,405
"Laureano, Ramón",94.2,107.2,29,401
"Reynolds, Matt",94.2,99.5,22,358
"Correa, Carlos",94.2,110.8,21,413
"Freeman, Freddie",94.2,111.1,39,446
"McCutchen, Andrew",94.2,104.7,34,407
"Santander, Anthony",94.2,106.8,21,374
"Carpenter, Matt",94.2,98.3,32,391
"Crawford, Brandon",94.2,103.4,32,397
"Harper, Bryce",94.2,110.2,25,460
"Kelenic, Jarred",94.2,100.1,33,386
"Riley, Austin",94.1,99.8,40,362
"Belt, Brandon",94.1,102.7,29,403
"Suárez, Eugenio",94.1,105.7,38,393
"De La Cruz, Bryan",94.1,107.9,22,368
"Happ, Ian",94.1,102,40,387
"Hoskins, Rhys",94.1,104,26,406
"Vogt, Stephen",94.1,102.8,23,390
"Cruz, Oneil",94.1,112.4,31,429
"Morel, Christopher",94.1,98.6,26,370
"Story, Trevor",94.1,101.9,25,403
"Riley, Austin",94.1,109.4,25,424
"Anderson, Brian",94.1,106.4,41,384
"Reyes, Franmil",94.1,102.6,33,377
"Ohtani, Shohei",94.1,105.7,26,403
"Ward, Taylor",94.1,101.8,33,393
"Merrifield, Whit",94.1,99.5,39,360
"LeMahieu, DJ",94.1,104.1,24,411
"Lewis, Royce",94.1,103.1,40,362
"Ruf, Darin",94.1,107.2,28,413
"Mountcastle, Ryan",94.1,106.7,23,406
"Kreidler, Ryan",94.1,100.3,29,408
"Alonso, Pete",94.1,107,26,378
"Turner, Trea",94.1,97.3,38,350
"Bogaerts, Xander",94.1,103.7,26,397
"Caratini, Victor",94.1,99.1,29,384
"Bichette, Bo",94.1,97.3,33,343
"Adames, Willy",94.1,109.3,23,418
"Yepez, Juan",94.1,106.2,31,414
"Ward, Taylor",94.1,107.6,23,419
"Buxton, Byron",94.1,102.6,23,366
"Contreras, William",94.1,102.2,25,359
"Lowe, Nathaniel",94.1,108.6,24,432
"Soler, Jorge",94.1,102.6,32,422
"Daza, Yonathan",94.1,98,31,422
"Schwarber, Kyle",94.1,107.4,27,420
"Haniger, Mitch",94.1,105.6,32,409
"Andrus, Elvis",94.1,107.6,23,442
"Urías, Ramón",94.1,104.2,29,424
"Maldonado, Martín",94.1,106.2,27,429
"Thomas, Lane",94.1,93,36,341
"Drury, Brandon",94.1,108,23,399
"Chapman, Matt",94.1,111.4,35,402
"Betts, Mookie",94.1,102.3,26,410
"Chisholm Jr., Jazz",94.1,108.4,26,425
"Realmuto, J.T.",94.1,101.3,27,397
"Pujols, Albert",94.1,108.9,29,443
"Alvarez, Yordan",94.1,114.9,23,464
"Santander, Anthony",94.1,109.9,32,411
"Ozuna, Marcell",94.1,107.3,23,412
"Ruf, Darin",94.1,100.1,29,377
"Rutschman, Adley",94.1,96.6,38,371
"Chapman, Matt",94.1,103.8,28,421
"Schwarber, Kyle",94.1,104.4,33,392
"Piscotty, Stephen",94,107.2,27,419
"Collins, Zack",94,102.3,31,403
"Cron, C.J.",94,100.2,38,395
"Gamel, Ben",94,101.1,30,397
"Hall, Darick",94,108.8,28,449
"Hoskins, Rhys",94,107.7,28,407
"Grissom, Vaughn",94,98.7,30,386
"Renfroe, Hunter",94,98.1,36,339
"Ruf, Darin",94,101.4,25,390
"Stephenson, Tyler",94,99.9,32,371
"Nootbaar, Lars",94,104,32,412
"Marte, Starling",94,108.8,26,419
"Castillo, Diego",94,96.7,37,360
"McCann, James",94,107.6,28,452
"Carpenter, Matt",94,107,28,411
"Devers, Rafael",94,108.4,40,371
"Mateo, Jorge",94,102.9,22,398
"Contreras, Willson",94,116,18,378
"García, Avisaíl",94,107.1,22,402
"Ramírez, José",94,105.8,21,406
"Heim, Jonah",94,105.1,29,398
"Vázquez, Christian",94,104.8,33,390
"Stott, Bryson",94,101.2,32,400
"Bregman, Alex",94,104,28,407
"Altuve, Jose",94,107.1,35,409
"Stanton, Giancarlo",94,108.6,24,417
"Voit, Luke",94,107.7,31,426
"Nimmo, Brandon",94,100.3,28,401
"Toro, Abraham",94,106.3,29,420
"Urshela, Gio",94,104.4,28,409
"Bouchard, Sean",94,105.2,42,366
"Longoria, Evan",94,101.3,29,394
"Bohm, Alec",94,98.8,26,348
"Díaz, Elias",94,97.6,24,383
"Higashioka, Kyle",94,105.3,29,420
"Piscotty, Stephen",94,106.9,28,431
"Anderson, Tim",94,100.7,28,359
"Wisdom, Patrick",94,107.3,22,372
"Thomas, Lane",94,103.1,37,388
"Raleigh, Cal",94,101.9,32,386
"Rivera, Emmanuel",94,105.7,30,421
"Hernández, Teoscar",93.9,100.2,29,392
"Fairchild, Stuart",93.9,104.7,24,403
"Sheets, Gavin",93.9,98,25,365
"Arozarena, Randy",93.9,108.9,26,400
"O'Neill, Tyler",93.9,105,37,406
"Sheets, Gavin",93.9,106.7,23,405
"Rutschman, Adley",93.9,103.2,28,411
"Barrero, Jose",93.9,105,31,408
"Kiermaier, Kevin",93.9,109.8,21,431
"Díaz, Yandy",93.9,106.7,27,421
"Guerrero Jr., Vladimir",93.9,92.3,23,351
"Hays, Austin",93.9,98.7,37,359
"Riley, Austin",93.9,105.6,27,419
"Cruz, Nelson",93.9,104.9,23,398
"Hernández, Teoscar",93.9,107.5,31,419
"Lindor, Francisco",93.9,104.4,32,413
"Thompson, Trayce",93.9,105.1,27,430
"Castro, Harold",93.9,104.1,33,416
"Hiura, Keston",93.9,109.1,27,400
"McMahon, Ryan",93.9,105.4,33,439
"Pederson, Joc",93.9,105.3,28,404
"Torres, Gleyber",93.9,102.2,25,355
"McCormick, Chas",93.9,96.4,34,355
"Cron, C.J.",93.9,108,21,401
"Ward, Taylor",93.9,106.1,25,415
"Tellez, Rowdy",93.9,111.6,23,453
"Goldschmidt, Paul",93.9,103.5,21,383
"Muncy, Max",93.9,98.9,32,382
"Schwindel, Frank",93.9,99.4,26,361
"Kiermaier, Kevin",93.9,106.5,31,416
"Perez, Salvador",93.9,100.3,33,395
"Arcia, Orlando",93.9,104.7,33,415
"Altuve, Jose",93.9,101.6,31,385
"Trout, Mike",93.9,111.4,23,351
"Albies, Ozzie",93.9,104,27,381
"Rodríguez, Julio",93.9,101.2,26,385
"Arroyo, Christian",93.9,103.1,29,408
"Reynolds, Bryan",93.9,106.4,31,442
"Anderson, Brian",93.9,107.9,33,416
"Bryant, Kris",93.9,104,37,392
"Abrams, CJ",93.9,100.6,24,360
"Fairchild, Stuart",93.9,106.6,29,432
"Miranda, Jose",93.9,97.6,30,390
"Judge, Aaron",93.9,113.5,27,453
"France, Ty",93.9,106.8,21,426
"Turner, Justin",93.9,104.5,22,365
"Alvarez, Yordan",93.9,102.6,29,354
"Robert Jr., Luis",93.9,97.4,40,322
"Melendez, MJ",93.9,105.7,23,424
"Haggerty, Sam",93.9,105,25,395
"Judge, Aaron",93.9,108.6,26,436
"Taylor, Tyrone",93.9,101.8,27,414
"Guerrero Jr., Vladimir",93.9,111.3,15,398
"Torres, Gleyber",93.9,101.4,30,373
"Higgins, P.J.",93.9,102.4,36,379
"Muncy, Max",93.9,104.4,35,386
"Seager, Corey",93.8,104.5,31,395
"Odor, Rougned",93.8,103.6,30,410
"Hoskins, Rhys",93.8,105.4,34,397
"Aguilar, Jesús",93.8,105,25,394
"Olivares, Edward",93.8,103.2,25,385
"Grisham, Trent",93.8,104.9,31,427
"Pollock, AJ",93.8,106.6,29,432
"Trammell, Taylor",93.8,104.8,24,392
"Stassi, Max",93.8,105.4,26,391
"Marte, Starling",93.8,108.4,29,444
"Smith, Will",93.8,104.6,27,435
"Cronenworth, Jake",93.8,99.5,38,363
"Pasquantino, Vinnie",93.8,106.7,29,404
"Wisdom, Patrick",93.8,105.8,25,434
"Rendon, Anthony",93.8,103.3,33,400
"Ramírez, José",93.8,107,28,421
"Pujols, Albert",93.8,103.9,21,386
"Wong, Kolten",93.8,100.9,28,390
"Almora Jr., Albert",93.8,102.7,24,406
"Robert Jr., Luis",93.8,111.4,33,449
"Paredes, Isaac",93.8,104.6,30,411
"Adames, Willy",93.8,107.1,23,396
"Grossman, Robbie",93.8,105.8,24,418
"Belt, Brandon",93.8,102.7,32,393
"Higashioka, Kyle",93.8,107,29,426
"Lowe, Nathaniel",93.8,100.2,28,384
"Arcia, Orlando",93.8,105.6,23,409
"Meneses, Joey",93.8,102,28,405
"Olson, Matt",93.8,106.3,25,420
"Gomes, Yan",93.8,103.7,26,402
"Swanson, Dansby",93.8,101.9,31,398
"Suárez, Eugenio",93.8,97.6,35,390
"Bradley Jr., Jackie",93.8,98.9,34,404
"Smith, Kevin",93.8,101.5,31,395
"Vargas, Ildemaro",93.8,98.3,28,385
"McKinstry, Zach",93.8,101.7,28,423
"Walker, Christian",93.8,102.5,36,404
"Reyes, Victor",93.8,110,29,418
"Riley, Austin",93.8,107.6,32,425
"Andrus, Elvis",93.8,103.3,34,381
"Garrett, Stone",93.7,104,32,396
"Harris II, Michael",93.7,107.4,27,439
"Jung, Josh",93.7,108.3,30,419
"Goldschmidt, Paul",93.7,104.4,21,375
"Carlson, Dylan",93.7,105.8,30,391
"Smith, Will",93.7,107.7,29,383
"Arenado, Nolan",93.7,105.1,34,370
"Seager, Corey",93.7,105.8,31,414
"Contreras, Willson",93.7,106.2,27,407
"Ramírez, José",93.7,107.6,21,369
"Dalbec, Bobby",93.7,104.8,30,391
"Urías, Luis",93.7,102.5,27,399
"Senzel, Nick",93.7,100.4,38,374
"Wisdom, Patrick",93.7,108.5,28,445
"Tucker, Kyle",93.7,106.9,27,413
"McCutchen, Andrew",93.7,105,24,367
