player,pitch_mph,ev_mph,launch_angle,distance_ft
"Bethancourt, Christian",84.7,99,44,318
"Wong, Kolten",84.7,101,23,360
"Brantley, Michael",84.7,102.2,24,365
"Cabrera, Oswaldo",84.6,97.8,32,378
"Moncada, Yoán",84.6,107.4,25,437
"Newman, Kevin",84.6,96.6,35,351
"Solano, Donovan",84.6,104.7,25,400
"Estrada, Thairo",84.6,101.4,29,399
"Berti, Jon",84.6,102.8,32,397
"Walker, Christian",84.6,102,29,406
"Pujols, Albert",84.6,106.3,36,427
"Ward, Taylor",84.6,100,29,400
"Mancini, Trey",84.6,90.9,29,355
"France, Ty",84.6,97.3,30,380
"Bohm, Alec",84.6,102,33,404
"Goldschmidt, Paul",84.6,103.5,41,365
"Narváez, Omar",84.6,103.8,29,391
"Carpenter, Matt",84.6,93.3,30,356
"Ramírez, José",84.6,103.7,27,415
"Grichuk, Randal",84.6,102.2,24,403
"Barnes, Austin",84.6,99.5,36,384
"Tucker, Kyle",84.6,109,35,423
"Yepez, Juan",84.6,104.4,26,390
"Chapman, Matt",84.5,105.2,25,420
"Mountcastle, Ryan",84.5,109.1,28,426
"Hays, Austin",84.5,102.4,28,415
"Peña, Jeremy",84.5,100.3,38,348
"Rosario, Amed",84.5,102.8,24,400
"Drury, Brandon",84.5,103,39,359
"Jansen, Danny",84.5,102.1,28,390
"Robert Jr., Luis",84.5,96.9,24,360
"Realmuto, J.T.",84.5,105.1,25,423
"Rizzo, Anthony",84.5,106.2,30,435
"Witt Jr., Bobby",84.5,101.3,35,392
"Anderson, Tim",84.5,98,28,357
"Vázquez, Christian",84.5,98,29,380
"Delay, Jason",84.5,99.3,26,354
"Grichuk, Randal",84.5,105.8,21,385
"Naylor, Josh",84.5,99.7,31,404
"Seager, Corey",84.5,105,36,368
"Pollock, AJ",84.5,102.4,36,379
"India, Jonathan",84.5,104.1,31,408
"Lindor, Francisco",84.5,100.2,30,386
"Urshela, Gio",84.5,102.7,26,396
"Machado, Manny",84.5,101.7,34,396
"Ortega, Rafael",84.5,97,35,366
"Reyes, Victor",84.5,102.8,34,401
"Raleigh, Cal",84.4,98.6,32,384
"Langeliers, Shea",84.4,106.8,34,419
"Thomas, Lane",84.4,107.3,24,404
"Nimmo, Brandon",84.4,100.5,31,398
"Crawford, Brandon",84.4,101.4,29,385
"Arraez, Luis",84.4,98.5,30,377
"Paredes, Isaac",84.4,102.4,29,401
"Stowers, Kyle",84.4,101,26,404
"Burger, Jake",84.4,107.3,23,429
"Stephenson, Tyler",84.4,100.9,29,376
"Alvarez, Yordan",84.4,112.6,25,444
"Sheets, Gavin",84.4,99.7,21,373
"Gorman, Nolan",84.4,104.8,32,417
"Rodríguez, Julio",84.4,108.3,30,429
"Alberto, Hanser",84.4,97,35,401
"Bohm, Alec",84.4,107.8,20,361
"Voit, Luke",84.4,109.3,46,368
"Chapman, Matt",84.4,109.5,25,399
"Chapman, Matt",84.4,105.6,27,415
"Ahmed, Nick",84.4,103,23,399
"France, Ty",84.4,107.3,25,438
"Soler, Jorge",84.4,106.5,43,356
"Hosmer, Eric",84.4,106.1,26,410
"De La Cruz, Bryan",84.3,104.1,29,416
"Espinal, Santiago",84.3,98.1,26,364
"Thompson, Trayce",84.3,107.3,36,401
"Ramírez, José",84.3,104.4,27,404
"Bichette, Bo",84.3,110.2,19,420
"Cron, C.J.",84.3,107.9,26,427
"Machado, Manny",84.3,107.7,28,446
"Davis, J.D.",84.3,99,31,364
"Fortes, Nick",84.3,100.7,30,385
"García, Adolis",84.3,109.1,20,407
"Machado, Manny",84.3,95.9,32,370
"Paredes, Isaac",84.3,104.6,25,404
"Renfroe, Hunter",84.3,95.7,39,360
"Smith, Will",84.3,102.7,27,393
"Arenado, Nolan",84.3,108.6,24,403
"Báez, Javier",84.3,105.8,29,386
"Velázquez, Nelson",84.3,100.5,32,381
"Perez, Salvador",84.3,109.9,30,452
"Ohtani, Shohei",84.3,107.7,33,418
"Smith, Will",84.3,99.2,27,360
"Espinal, Santiago",84.3,98.7,33,389
"Harper, Bryce",84.3,109.9,22,405
"Vaughn, Andrew",84.3,104,29,418
"Acuña Jr., Ronald",84.3,111.4,34,444
"Friedl, TJ",84.3,99.6,26,393
"Hayes, Ke'Bryan",84.3,107,24,409
"Votto, Joey",84.2,99.9,40,346
"Hernández, Teoscar",84.2,110.4,25,389
"Smith, Kevin",84.2,97.9,36,381
"Naylor, Josh",84.2,104.4,24,373
"Castellanos, Nick",84.2,98.8,28,379
"Blackmon, Charlie",84.2,98.5,32,412
"Riley, Austin",84.2,111.6,22,417
"Rodríguez, Julio",84.2,109.3,25,431
"Wisdom, Patrick",84.2,96.5,33,368
"Solano, Donovan",84.2,101.4,33,374
"Stott, Bryson",84.2,106.2,29,412
"Ramírez, José",84.2,107.2,21,385
"McMahon, Ryan",84.2,110.6,24,450
"Giménez, Andrés",84.2,104.4,35,410
"Devers, Rafael",84.2,100.1,32,380
"Miranda, Jose",84.2,102.9,34,396
"Merrifield, Whit",84.2,96.7,36,346
"Marsh, Brandon",84.2,103.6,25,371
"Kiner-Falefa, Isiah",84.2,100.2,26,404
"Díaz, Aledmys",84.2,104.3,21,386
"Bichette, Bo",84.2,109.4,29,412
"Stallings, Jacob",84.2,97.2,24,370
"Drury, Brandon",84.1,107,30,417
"Pham, Tommy",84.1,105.5,24,398
"Contreras, Mark",84.1,107.3,36,407
"Tucker, Kyle",84.1,97.4,33,361
"Cain, Lorenzo",84.1,100.4,35,387
"Riley, Austin",84.1,100,29,405
"Muncy, Max",84.1,105.6,27,370
"Castro, Jason",84.1,108.7,26,375
"Naylor, Josh",84.1,106.3,26,421
"Pollock, AJ",84.1,100,26,384
"Alonso, Pete",84.1,103.5,27,382
"Chisholm Jr., Jazz",84.1,102.7,45,353
"Jiménez, Eloy",84.1,106.4,22,416
"Riley, Austin",84.1,111.5,28,439
"Escobar, Eduardo",84.1,107.8,28,391
"Bogaerts, Xander",84.1,99.9,36,358
"Judge, Aaron",84.1,112.5,31,414
"Pederson, Joc",84.1,103.3,28,413
"Machado, Manny",84.1,105,26,399
"Voit, Luke",84.1,106.6,36,437
"Adames, Willy",84.1,105.2,32,396
"Segura, Jean",84.1,103.7,40,354
"Barnes, Austin",84.1,96.3,27,370
"Caratini, Victor",84.1,102.9,31,396
"Mazara, Nomar",84.1,106.9,24,388
"Harper, Bryce",84.1,109.5,31,420
"Díaz, Elias",84.1,105.2,27,436
"Walsh, Jared",84.1,103.8,32,402
"Báez, Javier",84.1,108.6,19,415
"Tucker, Kyle",84.1,105.4,21,357
"Alonso, Pete",84.1,112.3,27,418
"Happ, Ian",84,105,26,403
"Adames, Willy",84,106,30,413
"Flores, Wilmer",84,102.1,26,397
"Swanson, Dansby",84,100.7,38,386
"Paredes, Isaac",84,100.3,37,374
"Reynolds, Bryan",84,102.8,34,394
"Contreras, William",84,110.1,22,410
"Castro, Rodolfo",84,101.2,41,363
"Trout, Mike",84,104.5,29,410
"Voit, Luke",84,104,29,408
"Olson, Matt",84,104.5,32,402
"Turner, Trea",84,105.3,26,392
"Drury, Brandon",84,97.7,25,360
"Judge, Aaron",84,104.1,24,364
"d'Arnaud, Travis",84,108,27,398
"Jansen, Danny",84,105.5,28,414
"Canha, Mark",84,105.5,30,423
"Segura, Jean",84,108.3,19,382
"Soler, Jorge",84,111.6,34,428
"Semien, Marcus",84,102.9,32,403
"Hays, Austin",84,103.4,26,405
"Montero, Elehuris",84,103,30,429
"Buxton, Byron",84,105.6,36,407
"Muncy, Max",84,105.4,26,412
"Brown, Seth",84,102.5,24,374
"Gurriel, Yuli",84,95.3,37,355
"Berti, Jon",84,101.2,30,407
"Gallo, Joey",84,111.4,32,403
"Bichette, Bo",83.9,108.5,29,425
"Arcia, Orlando",83.9,100.2,33,402
"Stanton, Giancarlo",83.9,112,21,437
"Pujols, Albert",83.9,102.7,36,412
"Duran, Jarren",83.9,98.1,32,379
"Marte, Starling",83.9,103.8,26,391
"Díaz, Aledmys",83.9,107.7,26,432
"Paredes, Isaac",83.9,103.5,35,391
"Paredes, Isaac",83.9,98.9,29,389
"Flores, Wilmer",83.9,104,23,363
"Pinder, Chad",83.9,101.1,36,372
"Grossman, Robbie",83.9,102.7,30,387
"Semien, Marcus",83.9,96.7,25,361
"McCarthy, Jake",83.9,94.1,32,384
"Grichuk, Randal",83.9,108.7,22,414
"Springer, George",83.8,97.2,29,363
"Moore, Dylan",83.8,101.3,31,377
"McKinstry, Zach",83.8,97.9,25,374
"Thomas, Alek",83.8,104.2,24,396
"Bart, Joey",83.8,109.3,21,391
"Harris II, Michael",83.8,106,21,380
"Kirk, Alejandro",83.8,106.3,32,410
"Margot, Manuel",83.8,105.5,35,400
"Escobar, Eduardo",83.8,105.2,23,382
"Haase, Eric",83.8,105.6,27,433
"Stephenson, Tyler",83.8,99.2,26,378
"Crawford, J.P.",83.8,101.4,31,382
"Thomas, Lane",83.8,104.8,31,404
"Gurriel, Yuli",83.8,96.7,31,373
"Rojas, Josh",83.8,101.6,26,409
"Calhoun, Kole",83.8,104.4,28,407
"Ohtani, Shohei",83.8,102.9,28,396
"Schwarber, Kyle",83.8,105.4,32,404
"Betts, Mookie",83.8,95.9,31,360
"Raleigh, Cal",83.8,107.7,28,424
"McCormick, Chas",83.8,103.9,35,408
"Bogaerts, Xander",83.8,113,14,392
"Olson, Matt",83.8,98.7,35,358
"Miranda, Jose",83.8,99.5,25,372
"Bregman, Alex",83.8,101.3,32,381
"Morel, Christopher",83.8,104.3,34,394
"Dickerson, Corey",83.7,102.4,33,380
"Miller, Owen",83.7,99.4,38,379
"Happ, Ian",83.7,101.5,31,390
"Reyes, Franmil",83.7,101.3,24,348
"Peña, Jeremy",83.7,100.1,30,404
"Walker, Christian",83.7,106.6,37,397
"Mitchell, Cal",83.7,101.2,22,384
"Riley, Austin",83.7,102.6,43,380
"Bohm, Alec",83.7,104.8,29,419
"Nootbaar, Lars",83.7,113,22,440
"Aranda, Jonathan",83.7,97,34,358
"Jung, Josh",83.7,102.6,41,388
"Yastrzemski, Mike",83.7,102.5,26,397
"Machado, Manny",83.7,105.4,29,408
"Bichette, Bo",83.7,107.6,27,415
"Wisdom, Patrick",83.7,102.6,28,393
"Walker, Steele",83.7,101.6,25,349
"Devers, Rafael",83.7,103.4,36,393
"Hoerner, Nico",83.7,97.5,25,363
"Arenado, Nolan",83.6,98.1,40,373
"Stanton, Giancarlo",83.6,105.7,22,391
"Slater, Austin",83.6,96.7,32,345
"Mancini, Trey",83.6,107.3,22,404
"Acuña Jr., Ronald",83.6,108.2,30,425
"Alvarez, Yordan",83.6,107.5,34,415
"Happ, Ian",83.6,89,31,348
"Báez, Javier",83.6,111,24,459
"Alonso, Pete",83.6,98.2,33,382
"Dunand, Joe",83.6,99,36,365
"Schwarber, Kyle",83.6,104.1,26,409
"Aranda, Jonathan",83.6,107.2,26,376
"Vogt, Stephen",83.6,105,30,420
"Trout, Mike",83.6,111,27,416
"Refsnyder, Rob",83.6,104.2,33,405
"Espinal, Santiago",83.6,99.3,27,400
"Gomes, Yan",83.6,106.1,26,400
"Trejo, Alan",83.6,97.3,29,364
"Stassi, Max",83.6,98.9,33,374
"Voit, Luke",83.5,108.8,29,410
"Trejo, Alan",83.5,104.9,28,437
"Adames, Willy",83.5,108,32,424
"Neuse, Sheldon",83.5,104.2,26,418
"McCutchen, Andrew",83.5,107.6,23,415
"Judge, Aaron",83.5,113.6,23,415
"Bryant, Kris",83.5,103.1,29,423
"Dozier, Hunter",83.5,102,45,344
"Chapman, Matt",83.5,111.4,22,415
"Martinez, J.D.",83.5,106.5,24,394
"Ramírez, José",83.5,99.4,29,409
"Riley, Austin",83.5,108.4,30,422
"Hosmer, Eric",83.5,102,31,389
"Lowe, Nathaniel",83.5,105.5,27,387
"Grisham, Trent",83.5,105.7,25,389
"Blackmon, Charlie",83.5,93.8,29,392
"Edman, Tommy",83.5,97.6,29,381
"Rodgers, Brendan",83.5,94,30,385
"Stubbs, Garrett",83.5,100,25,382
"Gonzalez, Oscar",83.5,107.7,25,423
"Heredia, Guillermo",83.5,102.1,28,392
"Wendle, Joey",83.4,102.9,29,410
"Toro, Abraham",83.4,102.8,21,350
"Pinder, Chad",83.4,104.4,41,379
"VanMeter, Josh",83.4,101.3,27,403
"Rodríguez, Julio",83.4,117.2,17,402
"Hoskins, Rhys",83.4,99.5,32,363
"Kepler, Max",83.4,105.3,23,393
"Semien, Marcus",83.4,102.3,36,392
"Stassi, Max",83.4,104.4,34,422
"Lindor, Francisco",83.4,103,28,403
"Chapman, Matt",83.4,108.7,20,372
"Contreras, Mark",83.4,104.2,26,409
"Betts, Mookie",83.4,103.8,27,406
"Contreras, Willson",83.4,104.4,23,408
"Stubbs, Garrett",83.4,97.4,23,366
"Walker, Christian",83.4,99.7,36,384
"Vaughn, Andrew",83.4,102.5,26,409
"Mendick, Danny",83.4,106.6,23,406
"Alonso, Pete",83.4,106.7,34,401
"Ortega, Rafael",83.4,98.6,31,379
"Joe, Connor",83.4,104.6,23,404
"Hernández, Teoscar",83.4,98.7,31,384
"Freeman, Freddie",83.3,105.8,30,395
"Soto, Juan",83.3,103.4,25,399
"Guerrero Jr., Vladimir",83.3,114.8,18,443
"Vaughn, Andrew",83.3,103,23,398
"Haniger, Mitch",83.3,93.8,32,346
"Nootbaar, Lars",83.3,102.1,25,390
"Stallings, Jacob",83.3,106.1,25,383
"Dozier, Hunter",83.3,109.8,28,429
"Merrifield, Whit",83.3,101,33,411
"Burger, Jake",83.3,109.2,28,432
"Sosa, Edmundo",83.3,104,32,405
"Schwarber, Kyle",83.3,107.7,32,419
"Chapman, Matt",83.3,100.6,22,357
"Farmer, Kyle",83.3,100.8,26,374
"Pujols, Albert",83.3,104.6,29,392
"Reynolds, Bryan",83.3,107.3,26,404
"Semien, Marcus",83.3,98.7,28,380
"Robert Jr., Luis",83.3,101.9,30,415
"Mateo, Jorge",83.3,104.3,33,408
"Walker, Christian",83.3,106.1,27,460
"Rojas, Miguel",83.3,92.5,32,346
"Moore, Dylan",83.3,100.8,23,350
"Lowe, Nathaniel",83.3,107.5,35,443
"Renfroe, Hunter",83.3,111.6,21,447
"Riley, Austin",83.3,111.9,28,439
"Chavis, Michael",83.3,106,22,410
"Stanton, Giancarlo",83.3,101.3,35,350
"Peña, Jeremy",83.3,99.6,26,423
"Dozier, Hunter",83.3,104.8,28,429
"Smith, Pavin",83.3,106.1,38,379
"Higashioka, Kyle",83.3,102.3,31,395
"Contreras, Willson",83.2,99.8,34,382
"Cave, Jake",83.2,99,33,365
"Drury, Brandon",83.2,104.7,29,401
"Correa, Carlos",83.2,113.4,29,458
"Castillo, Diego",83.2,100.7,25,395
"Stanton, Giancarlo",83.2,113.9,21,432
"Flores, Wilmer",83.2,101.4,22,397
"Herrera, Odúbel",83.2,105.2,30,410
"Contreras, William",83.2,110.8,23,430
"Montero, Elehuris",83.2,97.5,28,386
"Robert Jr., Luis",83.2,104.4,28,412
"Murphy, Sean",83.2,105.1,33,425
"Thomas, Lane",83.2,105.6,26,431
"García, Adolis",83.2,98.7,26,371
"Schwarber, Kyle",83.2,106.3,29,399
"De La Cruz, Bryan",83.2,105.5,24,398
"Thomas, Lane",83.2,99.5,26,398
"Palacios, Jermaine",83.2,103.9,27,398
"Arenado, Nolan",83.2,100.5,28,384
"Pederson, Joc",83.2,107.7,29,415
"Taylor, Chris",83.2,108.5,30,441
"Stanton, Giancarlo",83.2,106.2,32,377
"García, Luis",83.2,101.3,28,397
"Pratto, Nick",83.1,105.4,26,375
"Dalbec, Bobby",83.1,96.3,38,356
"Franco, Maikel",83.1,105.6,29,396
"Peraza, Oswald",83.1,104.6,24,399
"Escobar, Eduardo",83.1,101.7,29,410
"Semien, Marcus",83.1,97.9,38,390
"Gorman, Nolan",83.1,100.1,38,374
"O'Neill, Tyler",83.1,108.8,23,385
"Adams, Riley",83.1,101.7,37,383
"Kepler, Max",83.1,102.7,32,411
"Arroyo, Christian",83.1,103.2,32,396
"Barrera, Luis",83.1,100.7,30,395
"Hayes, Ke'Bryan",83.1,99.8,23,389
"Olson, Matt",83.1,95.9,34,359
"Pham, Tommy",83,98.9,21,371
"Velazquez, Andrew",83,103.2,34,393
"Phillips, Brett",83,107.8,36,404
"Contreras, Willson",83,108.2,20,392
"Cruz, Nelson",83,104.3,22,396
"Varsho, Daulton",83,102.9,35,403
"Ohtani, Shohei",83,108.8,26,413
"Chapman, Matt",83,102.8,22,374
"Chavis, Michael",83,107.8,20,400
"Buxton, Byron",83,103.6,37,390
"Rutschman, Adley",83,102.1,26,411
"Alvarez, Yordan",83,107.3,26,376
"Celestino, Gilberto",83,101.3,27,399
"Higgins, P.J.",83,99.7,30,398
"Ohtani, Shohei",83,108.6,31,416
"Kirilloff, Alex",83,104.8,31,417
"Lowe, Nathaniel",83,108.1,31,410
"Chapman, Matt",83,110.2,31,418
"Díaz, Elias",83,101,28,398
"Semien, Marcus",83,97.4,32,379
"Tellez, Rowdy",82.9,106.2,20,387
"Rojas, Josh",82.9,102.9,24,366
"Walker, Christian",82.9,105.7,30,432
"Riley, Austin",82.9,102.5,32,396
"Grissom, Vaughn",82.9,107.1,30,440
"Luplow, Jordan",82.9,104.6,25,383
"Hays, Austin",82.9,96.5,24,354
"Schwarber, Kyle",82.9,108.1,27,403
"Bichette, Bo",82.9,98.9,27,373
"Kirk, Alejandro",82.9,103.2,25,399
"Blackmon, Charlie",82.9,101,27,411
"Kiner-Falefa, Isiah",82.9,102,24,367
"Sánchez, Gary",82.9,106.2,26,399
"Marte, Ketel",82.9,104.7,26,423
"Peña, Jeremy",82.9,98.5,25,356
"Gonzalez, Oscar",82.9,106,21,366
"Myers, Wil",82.9,103.8,27,423
"Hall, Darick",82.9,107.9,23,365
"Murphy, Sean",82.9,105.7,26,411
"Ozuna, Marcell",82.8,106.1,35,401
"d'Arnaud, Travis",82.8,100.8,31,401
"Stanton, Giancarlo",82.8,109.3,26,427
"Clemens, Kody",82.8,96.8,31,387
"Devers, Rafael",82.8,106.8,36,384
"Grichuk, Randal",82.8,104.7,32,433
"Happ, Ian",82.8,99.5,35,368
"Vierling, Matt",82.8,106.1,29,416
"Jiménez, Eloy",82.8,100.6,39,348
"Brosseau, Mike",82.8,100.9,32,392
"Naylor, Josh",82.8,103.3,34,377
"Taylor, Tyrone",82.8,103.5,28,428
"Santander, Anthony",82.8,101.5,36,375
"Díaz, Elias",82.8,107.8,20,399
"Taylor, Tyrone",82.8,104.8,34,397
"Gamel, Ben",82.8,108.9,35,414
"Abreu, José",82.8,103.2,29,393
"Turner, Trea",82.7,108.9,31,439
"Paredes, Isaac",82.7,100,28,388
"Jiménez, Eloy",82.7,112.5,26,450
"Tucker, Kyle",82.7,99.6,40,356
"Yepez, Juan",82.7,95.7,24,353
"Raleigh, Cal",82.7,103.4,29,383
"McCutchen, Andrew",82.7,102.3,28,423
"Flores, Wilmer",82.7,101.6,27,384
"Renfroe, Hunter",82.7,105,23,409
"Fortes, Nick",82.7,95.8,26,367
"Heim, Jonah",82.7,100.8,34,380
"Sheets, Gavin",82.7,105.1,27,419
"Garcia, Dérmis",82.7,110.6,34,467
"McMahon, Ryan",82.7,101.7,33,416
"Miller, Brad",82.7,104.9,30,426
"Lowe, Nathaniel",82.7,110.4,23,437
"Correa, Carlos",82.6,102,24,397
"d'Arnaud, Travis",82.6,96.9,31,394
"Wisdom, Patrick",82.6,109.9,37,422
"Renfroe, Hunter",82.6,105.6,26,421
"Rizzo, Anthony",82.6,95.7,33,360
"Tapia, Raimel",82.6,108.7,27,381
"Franco, Maikel",82.6,101.5,26,413
"Villar, David",82.6,98.2,40,341
"Kirk, Alejandro",82.6,96.3,35,357
"González, Luis",82.6,104.6,35,387
"Cabrera, Miguel",82.6,103.8,28,426
"Alvarez, Yordan",82.6,95.4,29,379
"Bogaerts, Xander",82.6,92.8,32,352
"Ruf, Darin",82.6,103.8,28,381
"LeMahieu, DJ",82.6,107.1,22,375
"Arraez, Luis",82.6,96.4,36,371
"Kelly, Carson",82.5,107.9,25,408
"Arenado, Nolan",82.5,106.3,20,354
"Voit, Luke",82.5,105.6,38,373
"France, Ty",82.5,103.6,25,416
"Slater, Austin",82.5,107.3,26,416
"Walker, Christian",82.5,109.3,24,414
"Murphy, Sean",82.5,107.8,30,411
"Duran, Ezequiel",82.5,103.1,31,394
"Hayes, Ke'Bryan",82.5,104.3,27,411
"Suzuki, Kurt",82.4,93.8,33,364
"Estrada, Thairo",82.4,105.8,22,378
"Drury, Brandon",82.4,102.3,22,398
"Witt Jr., Bobby",82.4,106.6,35,411
"Castro, Willi",82.4,101.2,25,388
"Hoskins, Rhys",82.4,107.1,38,383
"Alonso, Pete",82.4,107.8,18,404
"Caratini, Victor",82.4,101.5,36,413
"Mountcastle, Ryan",82.4,103.4,28,384
"Espinal, Santiago",82.4,93.8,34,357
"Toglia, Michael",82.4,105.8,38,421
"Merrifield, Whit",82.4,100.1,28,395
"Mountcastle, Ryan",82.4,110.1,32,424
"Happ, Ian",82.4,108.7,39,401
"Robert Jr., Luis",82.4,111.2,24,452
"Melendez, MJ",82.4,99.6,31,384
"Mountcastle, Ryan",82.4,105.1,21,413
"d'Arnaud, Travis",82.4,102.6,23,413
"Tellez, Rowdy",82.4,103.4,29,407
"Hernandez, Yadiel",82.4,103.1,32,397
"Robles, Victor",82.4,100.8,26,401
"Trevino, Jose",82.3,102.8,24,395
"Bichette, Bo",82.3,100.7,35,388
"Harrison, Josh",82.3,103.4,39,367
"Giménez, Andrés",82.3,105.9,24,372
"Vierling, Matt",82.3,106.1,19,402
"Lowe, Nathaniel",82.3,103.4,29,398
"Paredes, Isaac",82.3,103,33,410
"Mullins, Cedric",82.3,96.7,39,349
"Ruf, Darin",82.3,106.1,23,389
"Schwarber, Kyle",82.3,105.4,24,415
"Betts, Mookie",82.3,104.6,25,402
"Nootbaar, Lars",82.3,107.6,20,399
"Moncada, Yoán",82.3,100,27,404
"Caratini, Victor",82.2,99.9,30,400
"Perez, Michael",82.2,98.8,31,399
"Mazara, Nomar",82.2,95.4,34,389
"Sheets, Gavin",82.2,104.9,33,348
"Arozarena, Randy",82.2,104.7,30,408
"Urías, Luis",82.2,97,33,402
"Taveras, Leody",82.2,107.2,27,428
"Davis, J.D.",82.2,100.9,33,391
"Witt Jr., Bobby",82.2,111.2,20,406
"Buxton, Byron",82.2,109.3,26,449
"Cabrera, Oswaldo",82.2,102.7,28,403
"Schwarber, Kyle",82.2,103.7,30,402
"Arenado, Nolan",82.2,104.4,24,399
"Taylor, Chris",82.2,103.4,36,401
"Aquino, Aristides",82.2,108.6,34,390
"Schoop, Jonathan",82.2,107.3,18,386
"Castellanos, Nick",82.2,108.6,28,436
"Vierling, Matt",82.2,104.1,24,376
"Swanson, Dansby",82.1,106.7,22,385
"O'Neill, Tyler",82.1,105.1,39,387
"Tucker, Kyle",82.1,105.1,33,423
"Nimmo, Brandon",82.1,104,32,406
"Cordero, Franchy",82.1,112.3,21,403
"Bohm, Alec",82.1,106,33,398
"Bote, David",82.1,104.2,23,382
"Kim, Ha-Seong",82.1,102.2,31,390
"Suzuki, Kurt",82.1,96.9,29,386
"Escobar, Eduardo",82.1,108.9,24,432
"Walton, Donovan",82.1,103.8,27,421
"Rizzo, Anthony",82.1,104.2,26,380
"Hernández, Teoscar",82.1,107,37,419
"Senzel, Nick",82.1,103.8,26,410
"Segura, Jean",82,102.2,26,401
"Taylor, Chris",82,104.1,29,403
"Tellez, Rowdy",82,109.3,18,379
"Machado, Manny",82,97.4,24,362
"Raleigh, Cal",82,106.6,23,359
"McNeil, Jeff",82,98.9,32,369
"Vaughn, Andrew",82,97.8,26,383
"Davis, J.D.",82,104.1,38,400
"Refsnyder, Rob",82,103.5,27,414
"Santana, Carlos",82,101.6,28,384
"Rizzo, Anthony",82,101.4,36,357
"Maldonado, Martín",82,106.8,28,442
"Rutschman, Adley",82,92.8,33,350
"Miranda, Jose",82,104.8,32,411
"Lux, Gavin",82,103.3,31,412
"McMahon, Ryan",82,110.4,33,495
"Díaz, Yandy",82,96.5,26,333
"Farmer, Kyle",82,100.2,28,400
"Segura, Jean",82,91,32,340
"France, Ty",81.9,108.4,23,373
"Ward, Taylor",81.9,100.1,37,388
"Blackmon, Charlie",81.9,107.5,32,423
"Laureano, Ramón",81.9,97.9,28,362
"Haase, Eric",81.9,106.6,30,389
"Guerrero Jr., Vladimir",81.9,110.4,32,432
"Hampson, Garrett",81.9,100.8,21,402
"Robert Jr., Luis",81.9,104.7,30,425
"Vaughn, Andrew",81.9,101.5,27,421
"Dalbec, Bobby",81.9,99.8,29,374
"Schwarber, Kyle",81.9,109,31,435
"Franco, Maikel",81.9,102.7,17,386
"Pederson, Joc",81.9,108.1,29,426
"Ruiz, Keibert",81.9,99.8,32,396
"Alonso, Pete",81.9,103,25,411
"Melendez, MJ",81.9,105.7,24,421
"Taveras, Leody",81.9,101.1,30,403
"Smith, Josh H.",81.9,91.5,16,271
"Heim, Jonah",81.9,102.6,26,400
"Gordon, Nick",81.8,103.4,25,359
"Bregman, Alex",81.8,99.5,26,399
"Freeman, Freddie",81.8,107.5,22,407
"Vogelbach, Daniel",81.8,103,37,404
"France, Ty",81.8,94.2,37,334
"Gonzalez, Oscar",81.8,109.7,26,403
"Wade Jr., LaMonte",81.8,101.4,33,372
"Rodríguez, Julio",81.8,111,23,445
"Trevino, Jose",81.8,98.3,32,389
"Alonso, Pete",81.8,104.8,31,400
"Olivares, Edward",81.8,100,26,411
"Villar, David",81.8,102.1,25,387
"Heim, Jonah",81.8,101.3,36,381
"Walker, Christian",81.8,104.4,31,421
"Mejía, Francisco",81.8,98.5,32,376
"Cronenworth, Jake",81.8,102.4,25,405
"Marisnick, Jake",81.7,107.4,31,419
"Grossman, Robbie",81.7,97,29,367
"Blackmon, Charlie",81.7,105,28,437
"Ozuna, Marcell",81.7,105.7,23,384
"Hosmer, Eric",81.7,107.4,30,405
"Cooper, Garrett",81.7,105,28,426
"Pujols, Albert",81.7,109.9,30,426
"Edman, Tommy",81.7,98.1,28,368
"Mountcastle, Ryan",81.7,108.5,23,360
"Flores, Wilmer",81.7,104.5,26,417
"Ramírez, Harold",81.7,98.6,24,361
"Alonso, Pete",81.7,97,25,369
"Realmuto, J.T.",81.7,105.7,23,371
"Stubbs, Garrett",81.7,100.4,31,406
"Flores, Wilmer",81.7,98.3,38,378
"McNeil, Jeff",81.7,101.5,31,388
"Segura, Jean",81.7,106.4,22,396
"Locastro, Tim",81.7,108.1,25,415
"Bellinger, Cody",81.6,97.9,36,374
"Dalbec, Bobby",81.6,99.2,34,391
"Trout, Mike",81.6,108,33,429
"Burdick, Peyton",81.6,108,27,411
"Davidson, Matt",81.6,107.4,26,386
"Mathias, Mark",81.6,99.3,30,374
"Lowe, Nathaniel",81.6,102.6,24,402
"Grichuk, Randal",81.6,102.9,27,411
"Profar, Jurickson",81.6,101.5,29,396
"Jiménez, Eloy",81.6,105,44,357
"Rojas, Miguel",81.6,103.6,36,393
"Mateo, Jorge",81.5,103.8,29,391
"Abrams, CJ",81.5,101.7,27,427
"García, Adolis",81.5,104.6,37,415
"Waters, Drew",81.5,101.7,32,379
"Ramírez, José",81.5,98.6,23,393
"García, Adolis",81.5,101.3,26,385
"Riley, Austin",81.5,107.7,32,418
"Merrifield, Whit",81.5,95.1,35,374
"Adames, Willy",81.5,105.9,39,388
"Hoerner, Nico",81.5,98.8,24,374
"Casali, Curt",81.5,100.3,28,402
"Choi, Ji Man",81.5,100.2,28,362
"Rodgers, Brendan",81.5,103,24,389
"Wade Jr., LaMonte",81.4,96.9,33,367
"Bregman, Alex",81.4,103.9,30,401
"Iglesias, José",81.4,96.5,33,372
